Id;StartDate;ProformaNo;InvoiceDate;InvoiceNumber;CustomerName;CustomerCountry;SalesPeople;TotalPrice;Currency;State;LastModifiedDate
1;2021-04-13;787;;;SARL GUERBAS COM;ALGERIA;2284ecc5-24c0-4129-8476-4c8c442b2af4;23,510.00;1;;
2;2021-04-13;789;;;RECAMBIOS SAN JOSE;SPAIN;7a8bec9f-ab12-44ea-a216-80ea3ed7aade;8,932.56;1;0;
3;2021-04-12;785;;;SERKO AUTO YEDEK PARÇA ZÜBEYDE TEKİN;TURKEY;5017c88e-0ce0-4bc1-a362-4222fa152183;105.05;0;1;
4;2021-04-12;786;;;Pieces cap spartel S.A.R.L;Morocco;2284ecc5-24c0-4129-8476-4c8c442b2af4;12,450.00;1;0;
5;2021-04-09;784;;;KONTOCAR EE;GREECE;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;12,206.32;1;0;
6;2021-04-08;781;;;ricambi auto srl.;;eb0dd5f0-f30a-412b-9049-cbcd29b3fadf;155,960.00;1;;
7;2021-04-08;783;;;BİLHAN OTO;;2bd0f84d-81fd-4c69-8c98-2a6636b3348d;37,000.00;0;1;
8;2021-04-07;780;;;FAGO EGD;;2bd0f84d-81fd-4c69-8c98-2a6636b3348d;0;0;2;
9;2021-04-06;777;;;ALTERNATİF OTOMOTİV SAN.VE TİC.LTD.ŞTİ.;TÜRKİYE;2bd0f84d-81fd-4c69-8c98-2a6636b3348d;6,000.00;0;2;
10;2021-04-06;779;8.04.2021;ERK2021000000120;IVACI d.o.o.;CROTIA;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;3,304.94;1;1;
11;2021-04-05;743;6.04.2021;ERK2021000000117;Repuestos Miguel;SPAIN;2284ecc5-24c0-4129-8476-4c8c442b2af4;7,927.00;1;1;
12;2021-04-05;774;;;ÇOŞKUN YILDIZ OTOMOTİV;;eb0dd5f0-f30a-412b-9049-cbcd29b3fadf;85,480.00;0;1;
13;2021-03-31;771;;;BRN FİLTRE;;eb0dd5f0-f30a-412b-9049-cbcd29b3fadf;71,835.50;0;1;
14;2021-03-31;773;;;ERKO OTOMOTİV SANAYİ İÇ VE DIŞ TİC. A.Ş.;TÜRKİYE;69667298-7bcb-4922-93f1-ce0224bb60cc;394.4;0;1;
15;2021-03-30;768;;;MEST DIŞ TİCARET LTD. ŞTİ.;;2bd0f84d-81fd-4c69-8c98-2a6636b3348d;85;2;1;
16;2021-03-29;761;29.03.2021;ERK2021000000095;C.D.R. s.r.l.;ITALY;748bc6ef-e1bd-49a7-b570-9447dc03cb72;10;1;1;
17;2021-03-29;762;;;HUGO LUIS ESPINOLA;ARGENTINA;7a8bec9f-ab12-44ea-a216-80ea3ed7aade;17,582.96;2;2;
18;2021-03-29;763;29.03.2021;ERK2021000000090;1L Benabid;Algeria;eb0dd5f0-f30a-412b-9049-cbcd29b3fadf;5.05;1;1;
19;2021-03-29;764;;;SERKO AUTO YEDEK PARÇA ZÜBEYDE TEKİN;TURKEY;008e6fb4-0ada-4fdf-baac-0720f93f1920;534.33;0;1;
20;2021-03-29;766;5.04.2021;ERK2021000000105;Dieseltechnika Sp. z o.o.;POLAND;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;51,500.00;1;1;
21;2021-03-26;760;;;ERKO OTOMOTİV SANAYİ İÇ VE DIŞ TİC. A.Ş.;TÜRKİYE;008e6fb4-0ada-4fdf-baac-0720f93f1920;0;0;1;
22;2021-03-25;756;31.03.2021;ERO2021000000015;1L Benabid;Algeria;eb0dd5f0-f30a-412b-9049-cbcd29b3fadf;64,300.00;1;;
23;2021-03-25;757;9.04.2021;ERK2021000000090;AUTORENTAS DEL PACIFICO S.P.A.;CHILE;2284ecc5-24c0-4129-8476-4c8c442b2af4;437.5;1;4;
24;2021-03-24;754;;;FAGO EGD;;2bd0f84d-81fd-4c69-8c98-2a6636b3348d;81,510.00;0;1;
25;2021-03-24;755;19.04.2021;ERO2021000000030;Société Professionnelle Pièce Auto S.P.P.A;TUNISIA;2284ecc5-24c0-4129-8476-4c8c442b2af4;12,400.00;1;5;
26;2021-03-23;749;;;Zarget EOOD;BULGARIA;7a8bec9f-ab12-44ea-a216-80ea3ed7aade;3,440.00;1;2;
27;2021-03-23;750;24.03.2021;FLS202100000000033;RECALVI S.L.;Spain;2284ecc5-24c0-4129-8476-4c8c442b2af4;55,356.47;1;1;
28;2021-03-23;751;;;SEGA FİLTRE SAN. VE DIŞ TİC. LTD. ŞTİ.;;5017c88e-0ce0-4bc1-a362-4222fa152183;13,370.00;0;1;
29;2021-03-23;753;23.03.2021;ERK2021000000102;Common Rail Kontor Inh. Caroline Durst;GERMANY;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;98,500.00;1;1;
30;2021-03-22;746;13.04.2021;FLS202100000000019;TROHOS PAPATHEODOROU S.A;GREECE;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;5,813.20;1;2;
31;2021-03-22;747;;;C&T AUTOPARTS;MALTA;7a8bec9f-ab12-44ea-a216-80ea3ed7aade;0;1;8;
32;2021-03-22;748;;;K.P.LOUKAKIS KAI SIA EE;GREECE;7a8bec9f-ab12-44ea-a216-80ea3ed7aade;5,220.00;1;;
33;2021-03-19;744;22.03.2021;FLS202100000000030;INTERPART  LTD;GREECE;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;4,192.40;1;1;
34;2021-03-19;745;;;AUTONILE COMP.;EGYPT;7a8bec9f-ab12-44ea-a216-80ea3ed7aade;20,453.50;1;2;
35;2021-03-18;678;18.03.2021;ERO2021000000012;SARL FRERES SIGHA IMPORT-EXPORT;ALGERIA;2284ecc5-24c0-4129-8476-4c8c442b2af4;117,990.00;1;8;
36;2021-03-18;740;;;HÜSEYİN DAGITMAÇ;;5017c88e-0ce0-4bc1-a362-4222fa152183;6,117.00;0;1;
37;2021-03-18;741;;;SARL ABAMAD IMPORT-EXPORT;ALGERIA;2284ecc5-24c0-4129-8476-4c8c442b2af4;;1;8;
38;2021-03-18;742;;;Record – Sammy & Aaron Cohen Ltd.;ISRAEL;7a8bec9f-ab12-44ea-a216-80ea3ed7aade;13,446.78;1;0;
39;2021-03-17;733;;;aml oto oto -ismail gebze;;eb0dd5f0-f30a-412b-9049-cbcd29b3fadf;198,440.00;0;1;
40;2021-03-17;734;;;AUTORENTAS DEL PACIFICO S.P.A.;CHILE;2284ecc5-24c0-4129-8476-4c8c442b2af4;14,712.74;1;0;
41;2021-03-17;738;;;COŞKUN YILDIZ OTOMOTİV;;eb0dd5f0-f30a-412b-9049-cbcd29b3fadf;26,730.00;0;1;
42;2021-03-17;739;;;CENK NUMUNE;;008e6fb4-0ada-4fdf-baac-0720f93f1920;0;0;1;
43;2021-03-16;728;;;MEST DIŞ TİCARET LTD. ŞTİ.;;cc1db141-c87a-4641-9a40-b872bcc7263d;165,380.00;0;1;
44;2021-03-16;729;18.03.2021;ERK2021000000098;IVACI d.o.o.;CROTIA;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;3,887.16;1;1;
45;2021-03-16;730;;;OTO İSMAİL OTOMOTİV SAN.TİC.LTD.ŞTİ.;;5017c88e-0ce0-4bc1-a362-4222fa152183;492,480.00;0;1;
46;2021-03-15;723;;;Origin Parts PC;GREECE;7a8bec9f-ab12-44ea-a216-80ea3ed7aade;3,102.18;1;8;
47;2021-03-15;724;;;COŞKUN YILDIZ OTOMOTİV;;eb0dd5f0-f30a-412b-9049-cbcd29b3fadf;22,000.00;0;1;
48;2021-03-15;727;;;ALL SERVİCE SRLS;ITALY;748bc6ef-e1bd-49a7-b570-9447dc03cb72;125,552.30;1;2;
49;2021-03-12;721;;;MEST DIŞ TİCARET LTD. ŞTİ.;;5017c88e-0ce0-4bc1-a362-4222fa152183;615;0;1;
50;2021-03-12;722;18.03.2021;FLS202100000000027;Alexiadis-Tsalikidis SA;Greece;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;2,301.10;1;1;
51;2021-03-11;719;;;ERKO OTOMOTİV SANAYİ İÇ VE DIŞ TİC. A.Ş.;TÜRKİYE;5017c88e-0ce0-4bc1-a362-4222fa152183;631.69;0;1;
52;2021-03-11;720;;;BAYBORA KÖK - 54076100812;;5017c88e-0ce0-4bc1-a362-4222fa152183;100;0;1;
53;2021-03-10;716;;;BusCenter;UKRAINE;7a8bec9f-ab12-44ea-a216-80ea3ed7aade;3,495.30;1;;
54;2021-03-10;717;30.03.2021;FLS00000000033;AVTOBRIG;UKRAINE;7a8bec9f-ab12-44ea-a216-80ea3ed7aade;5,020.93;1;6;
55;2021-03-10;718;18.03.2021;FLS202100000000025;Liakopoulos Commercial & Industrial SA.;Greece;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;4,324.65;1;1;
56;2021-03-08;710;;;SERKO AUTO YEDEK PARÇA ZÜBEYDE TEKİN;TURKEY;69667298-7bcb-4922-93f1-ce0224bb60cc;109,634.50;0;1;
57;2021-03-08;711;;;BRN FİLTRE;;69667298-7bcb-4922-93f1-ce0224bb60cc;188;0;1;
58;2021-03-08;712;15.03.2021;ERK2021000000098;Realauto - Baterias Peças e Acessorios Lda;PORTUGAL;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;6,417.20;1;1;
59;2021-03-07;709;;;ERKO DYNAMICS;;008e6fb4-0ada-4fdf-baac-0720f93f1920;3,890.00;0;1;
60;2021-03-04;703;8.04.2021;ERO2021000000015;Ste Equipement voitures SARL (EVO+);TUNISIA;2284ecc5-24c0-4129-8476-4c8c442b2af4;7,244.00;1;1;
61;2021-03-04;705;;;BAYBORA KÖK - 54076100812;;5017c88e-0ce0-4bc1-a362-4222fa152183;382.34;0;1;
62;2021-03-04;706;;;LLC EOLTAS;LİTVANYA;7a8bec9f-ab12-44ea-a216-80ea3ed7aade;24,496.00;1;0;
63;2021-03-03;695;11.03.2021;ERK2021000000094;Naisus cargo 161 d.o.o.;Serbia;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;6,910.75;1;1;
64;2021-03-03;698;;;KNG OTOMOTİV;;cc1db141-c87a-4641-9a40-b872bcc7263d;51,000.00;0;1;
65;2021-03-03;699;;;MGA S.R.L;ITALY;748bc6ef-e1bd-49a7-b570-9447dc03cb72;7,820.00;1;2;
66;2021-03-02;688;23.03.2021;ERK2021000000020;A.Arad Rubber & Spare Parts LTD.;ISRAEL;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;39,101.80;1;1;
67;2021-03-02;689;;;Planet Avto;POLAND;2284ecc5-24c0-4129-8476-4c8c442b2af4;1,521.95;1;0;
68;2021-03-02;691;2.03.2021;ERK202100000040;AVESA;Spain;eb0dd5f0-f30a-412b-9049-cbcd29b3fadf;107,500.00;1;1;
69;2021-03-02;692;;;Sk-union;RUSSIA;2284ecc5-24c0-4129-8476-4c8c442b2af4;3,373.20;1;0;
70;2021-03-01;676;;;BİLEŞİK PLATFROM;;2bd0f84d-81fd-4c69-8c98-2a6636b3348d;0;0;1;
71;2021-03-01;677;;;MEST DIŞ TİCARET LTD. ŞTİ.;;eb0dd5f0-f30a-412b-9049-cbcd29b3fadf;164,000.00;0;1;
72;2021-03-01;683;;;GBS S.R.L;Moldova;7a8bec9f-ab12-44ea-a216-80ea3ed7aade;792.9;1;;
73;2021-03-01;684;;;SAMI ZAMEL LTD.;Israel;7a8bec9f-ab12-44ea-a216-80ea3ed7aade;20,164.00;1;2;
74;2021-03-01;686;30.03.2021;ERK2021000000090;C.D.R. s.r.l.;ITALY;748bc6ef-e1bd-49a7-b570-9447dc03cb72;19,126.90;1;3;
75;2021-02-26;673;26.02.2021;ERK2021000000091;Diesel Buchli b.v;Netherlands;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;160,350.00;1;1;
76;2021-02-25;671;16.03.2021;ERO2021000000009;Société Professionnelle Pièce Auto S.P.P.A;TUNISIA;2284ecc5-24c0-4129-8476-4c8c442b2af4;12,631.60;1;1;
77;2021-02-24;667;2.03.2021;FLS00000000025;BusCenter;UKRAINE;7a8bec9f-ab12-44ea-a216-80ea3ed7aade;1,653.51;1;1;
78;2021-02-24;669;26.02.2021;ERK202100000032;ALL SERVİCE SRLS;ITALY;eb0dd5f0-f30a-412b-9049-cbcd29b3fadf;45,000.00;1;1;
79;2021-02-23;664;2.02.2021;FLS202100000001;MGA S.R.L;ITALY;748bc6ef-e1bd-49a7-b570-9447dc03cb72;15,152.50;1;1;
80;2021-02-23;666;;;YAREN;;5017c88e-0ce0-4bc1-a362-4222fa152183;16;0;1;
81;2021-02-22;661;;;ERKO OTOMOTİV SANAYİ İÇ VE DIŞ TİC. A.Ş.;TÜRKİYE;5017c88e-0ce0-4bc1-a362-4222fa152183;1,599.83;0;1;
82;2021-02-22;663;;;ERKO OTOMOTİV SANAYİ İÇ VE DIŞ TİC. A.Ş.;TÜRKİYE;008e6fb4-0ada-4fdf-baac-0720f93f1920;0;0;1;
83;2021-02-18;646;;;OTO RAS MADENİ YAĞ & FİLTRE;;cc1db141-c87a-4641-9a40-b872bcc7263d;54,037.60;0;1;
84;2021-02-18;647;;;ERKO OTOMOTİV SANAYİ İÇ VE DIŞ TİC. A.Ş.;TÜRKİYE;5017c88e-0ce0-4bc1-a362-4222fa152183;245.43;0;1;
85;2021-02-18;649;;;BİRMOT;;cc1db141-c87a-4641-9a40-b872bcc7263d;29,600.00;0;1;
86;2021-02-18;650;;;BİRMOT;;cc1db141-c87a-4641-9a40-b872bcc7263d;0;0;1;
87;2021-02-18;651;22.02.2021;FLS202100000020;DIGI PARTS-VERROS;GREECE;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;15,388.13;1;1;
88;2021-02-18;652;;;DUEF AUTO PARTS;ALBANIA;7a8bec9f-ab12-44ea-a216-80ea3ed7aade;85,818.37;1;2;
89;2021-02-18;658;3.03.2021;ERK2021000000090;RICAMBI AUTO SERENELLA SRLS;ITALY;748bc6ef-e1bd-49a7-b570-9447dc03cb72;26.7;1;1;
90;2021-02-17;642;;;FAGO EGD;;2bd0f84d-81fd-4c69-8c98-2a6636b3348d;22,000.00;0;2;
91;2021-02-17;643;17.03.2021;FSL2021000000008;ALL SERVİCE SRLS;ITALY;748bc6ef-e1bd-49a7-b570-9447dc03cb72;98,221.40;1;1;
92;2021-02-16;634;25.02.2021;FLS202100000010;Roberto Martins Ferraz;PORTUGAL;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;6,357.05;1;1;
93;2021-02-16;637;18.03.2021;ERK2020000000023;Record – Sammy & Aaron Cohen Ltd.;ISRAEL;7a8bec9f-ab12-44ea-a216-80ea3ed7aade;18,163.97;1;1;
94;2021-02-15;628;25.03.2021;ERK2021000000090;NUOVA CERIVEN srl;ITALY;748bc6ef-e1bd-49a7-b570-9447dc03cb72;12,670.10;1;1;
95;2021-02-15;632;15.02.2021;ERK202100000020;Auteide S.A.;Spain;2284ecc5-24c0-4129-8476-4c8c442b2af4;12,733.00;1;1;
96;2021-02-11;621;24.02.2021;ERK202100000031;General Parts D.H. Car Parts Ltd;ISRAEL;7a8bec9f-ab12-44ea-a216-80ea3ed7aade;4,138.54;1;1;
97;2021-02-11;625;26.02.2021;ERK20210000010;C.D.R. s.r.l.;ITALY;748bc6ef-e1bd-49a7-b570-9447dc03cb72;14.95;1;1;
98;2021-02-10;618;;;ERKO OTOMOTİV SANAYİ İÇ VE DIŞ TİC. A.Ş.;TÜRKİYE;5017c88e-0ce0-4bc1-a362-4222fa152183;889.88;0;1;
99;2021-02-10;620;10.02.2021;ERK202100000020;Common Rail Kontor Inh. Caroline Durst;GERMANY;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;210,000.00;1;1;
100;2021-02-09;616;;;FAGO EGD;;2bd0f84d-81fd-4c69-8c98-2a6636b3348d;153,000.00;0;1;
101;2021-02-08;604;8.02.2021;ERK2021000000020;DPAN / S.A.R.L au capital de;FRANCE;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;108,000.00;1;1;
102;2021-02-08;606;2.03.2021;FLS202100000000019;CRAVEDI S.p.A.;ITALY;748bc6ef-e1bd-49a7-b570-9447dc03cb72;1,608.56;1;1;
103;2021-02-08;607;10.02.2021;ERK2020000000016;Importadora Fenic;CHILE;7a8bec9f-ab12-44ea-a216-80ea3ed7aade;20,309.26;1;1;
104;2021-02-05;598;;;ÖZ ASYA OTOMOTİV YEDEK PARÇA İTH. İHR.SAN. VE TİC. LTD. ŞTİ.;;5017c88e-0ce0-4bc1-a362-4222fa152183;54,319.00;0;2;
105;2021-02-05;600;;;ERKO OTOMOTİV SANAYİ İÇ VE DIŞ TİC. A.Ş.;TÜRKİYE;5017c88e-0ce0-4bc1-a362-4222fa152183;625.11;0;1;
106;2021-02-05;601;15.02.2021;FLS202100000015;DIPLAS CHRISTOS & Co;GREECE;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;6,417.09;1;1;
107;2021-02-05;603;16.02.2021;ERK202100000025;DUEF AUTO PARTS;ALBANIA;7a8bec9f-ab12-44ea-a216-80ea3ed7aade;62,367.45;1;1;
108;2021-02-04;593;;;KERİM ARSLAN;;5017c88e-0ce0-4bc1-a362-4222fa152183;1,100.00;0;1;
109;2021-02-04;594;10.02.2021;FLS202100000011;TRUST-ZAPCHAST // PIK-PLUS LLC;RUSSIA;7a8bec9f-ab12-44ea-a216-80ea3ed7aade;2,755.55;1;1;
110;2021-02-04;596;;;SD YEDEK PARÇA OTOMOTİV;;5017c88e-0ce0-4bc1-a362-4222fa152183;8,897.00;0;1;
111;2021-02-03;591;;;KNG OTOMOTİV;;5017c88e-0ce0-4bc1-a362-4222fa152183;3,500.00;0;1;
112;2021-02-03;592;10.03.2021;ERK2021000000093;AUTORENTAS DEL PACIFICO S.P.A.;CHILE;2284ecc5-24c0-4129-8476-4c8c442b2af4;12,445.12;1;1;
113;2021-02-02;587;;;COŞKUN YILDIZ OTOMOTİV;;eb0dd5f0-f30a-412b-9049-cbcd29b3fadf;52,500.00;0;1;
114;2021-02-02;590;4.02.2021;FLS202100000007;Sk-union;RUSSIA;7a8bec9f-ab12-44ea-a216-80ea3ed7aade;12,004.90;1;1;
115;2021-02-01;581;;;YAREN;;5017c88e-0ce0-4bc1-a362-4222fa152183;158;0;1;
116;2021-02-01;582;;;ERKO OTOMOTİV SANAYİ İÇ VE DIŞ TİC. A.Ş.;TÜRKİYE;5017c88e-0ce0-4bc1-a362-4222fa152183;334;0;1;
117;2021-02-01;583;12.02.2021;ERK202100000001;MP AUTO;POLAND;7a8bec9f-ab12-44ea-a216-80ea3ed7aade;6,819.10;1;1;
118;2021-02-01;584;26.02.2021;ERO2021000000006;A.Arad Rubber & Spare Parts LTD.;ISRAEL;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;43,058.86;1;1;
119;2021-01-29;578;12.02.2021;ERK202100000001;NUOVA CERIVEN srl;ITALY;748bc6ef-e1bd-49a7-b570-9447dc03cb72;42,034.90;1;1;
120;2021-01-28;573;12.04.2021;ERK20210000000126;Pacific Genuine Autoparts (NZ) Ltd.;New Zealand;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;4,202.95;1;6;
121;2021-01-28;574;;;MERCAN YILMAZLAR;;2bd0f84d-81fd-4c69-8c98-2a6636b3348d;3,700.00;0;1;
122;2021-01-28;575;1.02.2021;ERK2020000000018;BART EBBEN;Holland;7a8bec9f-ab12-44ea-a216-80ea3ed7aade;3,270.00;1;1;
123;2021-01-27;571;;;ERKO OTOMOTİV SANAYİ İÇ VE DIŞ TİC. A.Ş.;TÜRKİYE;5017c88e-0ce0-4bc1-a362-4222fa152183;2,773.36;0;1;
124;2021-01-27;572;26.03.2021;ERK2021000000090;Infiniauto - Importação e Comércio de Peças Auto Unipessoal, Lda.;Portugal;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;33,114.11;1;1;
125;2021-01-26;563;3.02.2021;ERK202100000017;SE Auto Pièces 31;FRANCE;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;11,109.66;1;1;
126;2021-01-26;564;1.02.2021;ERK202100000014;CARWOOD;UK;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;17,600.00;1;1;
127;2021-01-26;568;12.10.2021;ERK202100000001;ALL SERVİCE SRLS;ITALY;748bc6ef-e1bd-49a7-b570-9447dc03cb72;36,740.00;1;1;
128;2021-01-25;352;2.02.2021;ERK2020000000141;GBS S.R.L;Moldova;7a8bec9f-ab12-44ea-a216-80ea3ed7aade;19,096.50;1;1;
129;2021-01-25;561;;;MELPA OTO YEDEK PARÇALARI SAN TİC LTD ŞTİ;;008e6fb4-0ada-4fdf-baac-0720f93f1920;289,381.50;0;1;
130;2021-01-25;562;25.01.2021;ERK202100000011;Auteide S.A.;Spain;2284ecc5-24c0-4129-8476-4c8c442b2af4;10,600.00;1;1;
131;2021-01-22;551;25.01.2021;ERK202100000011;Colchester Fuel Injection Ltd;UK;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;2,200.00;1;1;
132;2021-01-22;552;;;MERCAN YÜKSEL OTO İSTOÇ;;2bd0f84d-81fd-4c69-8c98-2a6636b3348d;3,250.00;0;1;
133;2021-01-22;554;;;MERCAN AYDIN ORJİNAL OTO;;2bd0f84d-81fd-4c69-8c98-2a6636b3348d;5,540.00;0;1;
134;2021-01-22;555;;;MERCAN DOĞANLAR TİCARET;;2bd0f84d-81fd-4c69-8c98-2a6636b3348d;6,500.00;0;1;
135;2021-01-22;557;;;MERCAN KILINÇ;;2bd0f84d-81fd-4c69-8c98-2a6636b3348d;6,800.00;0;1;
136;2021-01-22;558;25.02.2021;ERK202100000018;Dieseltechnika Sp. z o.o.;POLAND;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;53,500.00;1;1;
137;2021-01-22;559;28.01.2021;ERK202100000001;De Franco Rocco & C. SAS;;eb0dd5f0-f30a-412b-9049-cbcd29b3fadf;60.6;1;1;
138;2021-01-21;550;3.03.2021;ERO2021000000008;Pieces cap spartel S.A.R.L;Morocco;2284ecc5-24c0-4129-8476-4c8c442b2af4;15,319.20;1;1;
139;2021-01-20;429;16.02.2021;ERK202100000020;Red Sea Automotive LTD.;Israel;2284ecc5-24c0-4129-8476-4c8c442b2af4;24,425.70;1;1;
140;2021-01-20;547;22.01.2021;ERK202100000009;AVESA;Spain;eb0dd5f0-f30a-412b-9049-cbcd29b3fadf;157,500.00;1;1;
141;2021-01-20;548;;;COŞKUN YILDIZ OTOMOTİV;;2bd0f84d-81fd-4c69-8c98-2a6636b3348d;18,648.00;0;1;
142;2021-01-19;541;;;ÇINAR OTOMOTİV - EMRE ÇELENK;;5017c88e-0ce0-4bc1-a362-4222fa152183;2,771.19;0;1;
143;2021-01-19;543;4.02.2021;FLS202100000008;S.AMOIRIDOU-G.EYTHIMIADIS-CH.MAVRONANOS;GREECE;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;2,096.51;1;1;
144;2021-01-19;544;15.03.2021;ERK202100000009;Groupe lo et freres;SENEGAL;2284ecc5-24c0-4129-8476-4c8c442b2af4;9,704.80;1;1;
145;2021-01-19;545;19.01.2021;EKO2021000000009;Costamagna Carlos Alberto;ARGENTINA;2284ecc5-24c0-4129-8476-4c8c442b2af4;55,450.00;1;1;
146;2021-01-19;546;21.01.2021;ERK202100000008;Di.Pa.Sport s.r.l.;ITALY;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;11,000.00;1;1;
147;2021-01-18;539;25.01.2021;FLS202100000003;KONTOCAR EE;GREECE;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;13,194.43;1;1;
148;2021-01-18;540;25.01.2021;ERK202100000010;CAR PARTS EXPRESS (NE) LTD;UK;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;3,182.60;1;1;
149;2021-01-15;537;15.01.2021;ERK202100000005;Common Rail Kontor Inh. Caroline Durst;GERMANY;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;160,500.00;1;1;
150;2021-01-14;534;9.02.2021;ERK2020000000015;Eridan GmbH;GERMANY;7a8bec9f-ab12-44ea-a216-80ea3ed7aade;1,556.36;1;1;
151;2021-01-14;535;18.02.2021;ERK202100000025;Naisus cargo 161 d.o.o.;Serbia;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;6,539.87;1;1;
152;2021-01-13;531;10.02.2021;ERK202100000001;NUOVA CERIVEN srl;ITALY;2284ecc5-24c0-4129-8476-4c8c442b2af4;6,000.00;1;1;
153;2021-01-13;532;8.03.2021;ERK202100000010;Vitobello Ricambi s.r.l.;ITALY;2284ecc5-24c0-4129-8476-4c8c442b2af4;7,500.00;1;1;
154;2021-01-12;529;12.01.2021;ERK202100000003;Diesel Buchli b.v;Netherlands;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;162,000.00;1;1;
155;2021-01-12;530;;;UEE OTOMOTIV SANAYI VE TICARET LIMITED SIRKETI;;008e6fb4-0ada-4fdf-baac-0720f93f1920;71,127.55;0;1;
156;2021-01-11;525;21.01.2021;ERK202100000006;AGEN DIESEL S.A.S;FRANCE;2284ecc5-24c0-4129-8476-4c8c442b2af4;10,800.00;1;1;
157;2021-01-11;527;11.01.2021;ERK202100000002;Dieseltechnika Sp. z o.o.;POLAND;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;61,454.00;1;1;
158;2021-01-06;523;;;ERKO OTOMOTİV SANAYİ İÇ VE DIŞ TİC. A.Ş.;TÜRKİYE;5017c88e-0ce0-4bc1-a362-4222fa152183;663.71;0;1;
159;2021-01-05;518;;;DURAN MAKİNE SAN. VE TİC. LTD. ŞTİ.;;2bd0f84d-81fd-4c69-8c98-2a6636b3348d;50,702.40;0;1;
160;2021-01-05;520;;;DURAK RULMAN;;2bd0f84d-81fd-4c69-8c98-2a6636b3348d;120;0;1;
161;2021-01-05;521;1.03.2020;FLS202100000000020;INTERPART  LTD;GREECE;d3ae82e8-a934-405b-a9dd-fa5aa5aee55f;6,431.80;1;1;
162;2020-12-28;514;23.03.2021;FLS00000000021;OOO PIK-PLUS;RUSSIA;7a8bec9f-ab12-44ea-a216-80ea3ed7aade;11,077.66;1;1;
163;2020-12-28;515;;;DENİZ KIRICI - 14425913920;;5017c88e-0ce0-4bc1-a362-4222fa152183;915;0;1;
164;2020-12-25;511;;;ERKO OTOMOTİV SANAYİ İÇ VE DIŞ TİC. A.Ş.;TÜRKİYE;5017c88e-0ce0-4bc1-a362-4222fa152183;1,972.45;0;1;
165;2020-12-25;512;;;MELPA OTO YEDEK PARÇALARI SAN TİC LTD ŞTİ;;2bd0f84d-81fd-4c69-8c98-2a6636b3348d;4,720.00;0;1;
166;2020-12-25;513;3.03.2021;FLS2020000000028;SAMI ZAMEL LTD.;Israel;7a8bec9f-ab12-44ea-a216-80ea3ed7aade;33,481.00;1;1;
167;2020-12-24;510;;;MELPA OTO YEDEK PARÇALARI SAN TİC LTD ŞTİ;;2bd0f84d-81fd-4c69-8c98-2a6636b3348d;28,898.20;0;1;
168;2020-12-23;508;;;Adnan;;008e6fb4-0ada-4fdf-baac-0720f93f1920;0;0;1;
169;2020-12-23;509;;;BİLHAN OTO;;2bd0f84d-81fd-4c69-8c98-2a6636b3348d;11,250.00;0;1;
170;2020-12-22;506;22.12.2020;ERK2020000000142;AUTORENTAS DEL PACIFICO S.P.A.;CHILE;2284ecc5-24c0-4129-8476-4c8c442b2af4;278.08;1;1;
171;2020-12-22;507;;;BİLHAN OTO;;2bd0f84d-81fd-4c69-8c98-2a6636b3348d;28,121.00;0;1;
172;2020-12-18;504;4.02.2021;FLS202100000010;AUTOSÚČIASTKY;SLOVAKIA;7a8bec9f-ab12-44ea-a216-80ea3ed7aade;2,333.09;1;1;
